Geneid	Chr	Start	End	Strand	Length	gene_name	Excel_name	gene_type
ENSG00000127481	chr1	19074510	19210266	-	135757	UBR4	'UBR4	protein_coding
ENSG00000127483	chr1	20742679	20787323	-	44645	HP1BP3	'HP1BP3	protein_coding
ENSG00000127507	chr19	14732392	14778560	-	46169	ADGRE2	'ADGRE2	protein_coding
ENSG00000127511	chr19	16829400	16880353	+	50954	SIN3B	'SIN3B	protein_coding
ENSG00000127515	chr19	14840466	14848922	-	8457	OR7A10	'OR7A10	protein_coding
ENSG00000127526	chr19	16549831	16572415	-	22585	SLC35E1	'SLC35E1	protein_coding
ENSG00000127527	chr19	16355239	16472085	-	116847	EPS15L1	'EPS15L1	protein_coding
ENSG00000127528	chr19	16324817	16327874	+	3058	KLF2	'KLF2	protein_coding
ENSG00000127529	chr19	14941489	14942448	+	960	OR7C2	'OR7C2	protein_coding
ENSG00000127530	chr19	14789260	14835376	-	46117	OR7C1	'OR7C1	protein_coding
ENSG00000127533	chr19	16888999	16892606	+	3608	F2RL3	'F2RL3	protein_coding
ENSG00000127540	chr19	1597169	1605473	-	8305	UQCR11	'UQCR11	protein_coding
ENSG00000127554	chr16	1984193	1987749	+	3557	GFER	'GFER	protein_coding
ENSG00000127561	chr16	1989660	1994275	+	4616	SYNGR3	'SYNGR3	protein_coding
ENSG00000127564	chr16	2968024	2980479	-	12456	PKMYT1	'PKMYT1	protein_coding
ENSG00000127578	chr16	629239	634117	+	4879	WFIKKN1	'WFIKKN1	protein_coding
ENSG00000127580	chr16	684622	690444	-	5823	WDR24	'WDR24	protein_coding
ENSG00000127585	chr16	692498	705808	-	13311	FBXL16	'FBXL16	protein_coding
ENSG00000127586	chr16	788046	800737	+	12692	CHTF18	'CHTF18	protein_coding
ENSG00000127588	chr16	798041	800734	-	2694	GNG13	'GNG13	protein_coding
ENSG00000127603	chr1	39081316	39487177	+	405862	MACF1	'MACF1	protein_coding
ENSG00000127616	chr19	10960825	11079426	+	118602	SMARCA4	'SMARCA4	protein_coding
ENSG00000127663	chr19	4969113	5153598	+	184486	KDM4B	'KDM4B	protein_coding
ENSG00000127666	chr19	4815932	4831704	-	15773	TICAM1	'TICAM1	protein_coding
ENSG00000127720	chr12	82358528	82479239	+	120712	METTL25	'METTL25	protein_coding
ENSG00000127743	chr5	149371324	149404202	-	32879	IL17B	'IL17B	protein_coding
ENSG00000127774	chr17	3668812	3669668	+	857	EMC6	'EMC6	protein_coding
ENSG00000127780	chr17	3432870	3433841	-	972	OR1E2	'OR1E2	protein_coding
ENSG00000127804	chr17	2405562	2511891	-	106330	METTL16	'METTL16	protein_coding
ENSG00000127824	chr2	219249710	219278170	-	28461	TUBA4A	'TUBA4A	protein_coding
ENSG00000127831	chr2	218419121	218453295	+	34175	VIL1	'VIL1	protein_coding
ENSG00000127837	chr2	218264123	218270257	-	6135	AAMP	'AAMP	protein_coding
ENSG00000127838	chr2	218270392	218346793	+	76402	PNKD	'PNKD	protein_coding
ENSG00000127863	chr13	23570370	23676104	+	105735	TNFRSF19	'TNFRSF19	protein_coding
ENSG00000127870	chr13	26132115	26222314	-	90200	RNF6	'RNF6	protein_coding
ENSG00000127884	chr10	133362485	133373354	-	10870	ECHS1	'ECHS1	protein_coding
ENSG00000127903	chr19	56661980	56671783	-	9804	ZNF835	'ZNF835	protein_coding
ENSG00000127914	chr7	91940867	92110673	+	169807	AKAP9	'AKAP9	protein_coding
ENSG00000127920	chr7	93921735	93928610	+	6876	GNG11	'GNG11	protein_coding
ENSG00000127922	chr7	96481626	96709891	-	228266	SEM1	'SEM1	protein_coding
ENSG00000127928	chr7	93591573	93911265	+	319693	GNGT1	'GNGT1	protein_coding
ENSG00000127946	chr7	75533298	75738962	-	205665	HIP1	'HIP1	protein_coding
ENSG00000127947	chr7	77537295	77640069	+	102775	PTPN12	'PTPN12	protein_coding
ENSG00000127948	chr7	75899200	75986855	+	87656	POR	'POR	protein_coding
ENSG00000127951	chr7	77193369	77199848	-	6480	FGL2	'FGL2	protein_coding
ENSG00000127952	chr7	75996338	76048004	-	51667	STYXL1	'STYXL1	protein_coding
ENSG00000127954	chr7	88270892	88306891	-	36000	STEAP4	'STEAP4	protein_coding
ENSG00000127955	chr7	79768028	80226181	+	458154	GNAI1	'GNAI1	protein_coding
ENSG00000127980	chr7	92487020	92528520	-	41501	PEX1	'PEX1	protein_coding
ENSG00000127989	chr7	91692008	91880702	-	188695	MTERF1	'MTERF1	protein_coding
ENSG00000127990	chr7	94524204	94656572	-	132369	SGCE	'SGCE	protein_coding
ENSG00000127993	chr7	92528773	92540481	+	11709	RBM48	'RBM48	protein_coding
ENSG00000127995	chr7	94509219	94557019	+	47801	CASD1	'CASD1	protein_coding
ENSG00000128000	chr19	40028260	40056231	-	27972	ZNF780B	'ZNF780B	protein_coding
ENSG00000128011	chr19	39306568	39315336	-	8769	LRFN1	'LRFN1	protein_coding
ENSG00000128016	chr19	39406847	39409412	+	2566	ZFP36	'ZFP36	protein_coding
ENSG00000128039	chr4	55346242	55373100	+	26859	SRD5A3	'SRD5A3	protein_coding
ENSG00000128040	chr4	56809860	56821742	-	11883	SPINK2	'SPINK2	protein_coding
ENSG00000128045	chr4	52862317	52866835	+	4519	RASL11B	'RASL11B	protein_coding
ENSG00000128050	chr4	56435741	56464579	+	28839	PAICS	'PAICS	protein_coding
ENSG00000128052	chr4	55078481	55125595	-	47115	KDR	'KDR	protein_coding
ENSG00000128059	chr4	56393362	56435615	-	42254	PPAT	'PPAT	protein_coding
ENSG00000128159	chr22	50217689	50245023	-	27335	TUBGCP6	'TUBGCP6	protein_coding
ENSG00000128165	chr22	50481543	50486440	+	4898	ADM2	'ADM2	protein_coding
ENSG00000128185	chr22	20314238	20320080	-	5843	DGCR6L	'DGCR6L	protein_coding
ENSG00000128191	chr22	20080232	20111877	+	31646	DGCR8	'DGCR8	protein_coding
ENSG00000128203	chr22	26429260	26445015	+	15756	ASPHD2	'ASPHD2	protein_coding
ENSG00000128218	chr22	23752743	23754425	-	1683	VPREB3	'VPREB3	protein_coding
ENSG00000128228	chr22	21642302	21644299	+	1998	SDF2L1	'SDF2L1	protein_coding
ENSG00000128242	chr22	30554635	30574665	-	20031	GAL3ST1	'GAL3ST1	protein_coding
ENSG00000128245	chr22	31944522	31957603	+	13082	YWHAH	'YWHAH	protein_coding
ENSG00000128250	chr22	29438583	29442455	+	3873	RFPL1	'RFPL1	protein_coding
ENSG00000128253	chr22	32190435	32205001	-	14567	RFPL2	'RFPL2	protein_coding
ENSG00000128254	chr22	31926214	31945518	-	19305	C22orf24	'C22orf24	lncRNA
ENSG00000128266	chr22	23070519	23125032	+	54514	GNAZ	'GNAZ	protein_coding
ENSG00000128268	chr22	39457012	39492194	+	35183	MGAT3	'MGAT3	protein_coding
ENSG00000128271	chr22	24417879	24442357	+	24479	ADORA2A	'ADORA2A	protein_coding
ENSG00000128272	chr22	39519695	39522685	+	2991	ATF4	'ATF4	protein_coding
ENSG00000128274	chr22	42692121	42721298	-	29178	A4GALT	'A4GALT	protein_coding
ENSG00000128276	chr22	32354885	32361161	+	6277	RFPL3	'RFPL3	protein_coding
ENSG00000128283	chr22	37560480	37569405	+	8926	CDC42EP1	'CDC42EP1	protein_coding
ENSG00000128284	chr22	36140330	36166177	-	25848	APOL3	'APOL3	protein_coding
ENSG00000128285	chr22	40678750	40682814	+	4065	MCHR1	'MCHR1	protein_coding
ENSG00000128294	chr22	26521996	26596717	-	74722	TPST2	'TPST2	protein_coding
ENSG00000128298	chr22	38084900	38110684	-	25785	BAIAP2L2	'BAIAP2L2	protein_coding
ENSG00000128309	chr22	37019635	37029822	+	10188	MPST	'MPST	protein_coding
ENSG00000128310	chr22	37823382	37825485	+	2104	GALR3	'GALR3	protein_coding
ENSG00000128311	chr22	37010859	37020183	-	9325	TST	'TST	protein_coding
ENSG00000128313	chr22	35717872	35729483	+	11612	APOL5	'APOL5	protein_coding
ENSG00000128322	chr22	23573125	23580302	-	7178	IGLL1	'IGLL1	protein_coding
ENSG00000128335	chr22	36226209	36239954	-	13746	APOL2	'APOL2	protein_coding
ENSG00000128340	chr22	37225270	37244448	-	19179	RAC2	'RAC2	protein_coding
ENSG00000128342	chr22	30240453	30246759	-	6307	LIF	'LIF	protein_coding
ENSG00000128346	chr22	37943050	37953669	-	10620	C22orf23	'C22orf23	protein_coding
ENSG00000128383	chr22	38952741	38992778	+	40038	APOBEC3A	'APOBEC3A	protein_coding
ENSG00000128394	chr22	39040604	39055972	+	15369	APOBEC3F	'APOBEC3F	protein_coding
ENSG00000128408	chr22	45413693	45432509	+	18817	RIBC2	'RIBC2	protein_coding
ENSG00000128422	chr17	41619442	41624842	-	5401	KRT17	'KRT17	protein_coding
ENSG00000128463	chr15	34225013	34230156	+	5144	EMC4	'EMC4	protein_coding
ENSG00000128482	chr17	19411125	19417276	+	6152	RNF112	'RNF112	protein_coding
ENSG00000128487	chr17	20009344	20319026	+	309683	SPECC1	'SPECC1	protein_coding
ENSG00000128510	chr7	130293134	130324180	+	31047	CPA4	'CPA4	protein_coding
ENSG00000128512	chr7	111726110	112206411	-	480302	DOCK4	'DOCK4	protein_coding
ENSG00000128513	chr7	124822386	124929983	-	107598	POT1	'POT1	protein_coding
ENSG00000128519	chr7	122994704	122995700	-	997	TAS2R16	'TAS2R16	protein_coding
ENSG00000128524	chr7	128862856	128865847	+	2992	ATP6V1F	'ATP6V1F	protein_coding
ENSG00000128534	chr7	118184144	118204035	+	19892	LSM8	'LSM8	protein_coding
ENSG00000128536	chr7	105876796	106036432	+	159637	CDHR3	'CDHR3	protein_coding
ENSG00000128563	chr7	102363872	102426676	+	62805	PRKRIP1	'PRKRIP1	protein_coding
ENSG00000128564	chr7	101162509	101165569	-	3061	VGF	'VGF	protein_coding
ENSG00000128567	chr7	131500262	131558217	-	57956	PODXL	'PODXL	protein_coding
ENSG00000128573	chr7	114086327	114693772	+	607446	FOXP2	'FOXP2	protein_coding
ENSG00000128578	chr7	129434432	129488399	+	53968	STRIP2	'STRIP2	protein_coding
ENSG00000128581	chr7	101310914	101321823	-	10910	IFT22	'IFT22	protein_coding
ENSG00000128585	chr7	131110096	131496632	+	386537	MKLN1	'MKLN1	protein_coding
ENSG00000128590	chr7	108569867	108574850	+	4984	DNAJB9	'DNAJB9	protein_coding
ENSG00000128591	chr7	128830377	128859274	+	28898	FLNC	'FLNC	protein_coding
ENSG00000128594	chr7	128027071	128032107	-	5037	LRRC4	'LRRC4	protein_coding
ENSG00000128595	chr7	128739292	128773400	+	34109	CALU	'CALU	protein_coding
ENSG00000128596	chr7	128790757	128822132	+	31376	CCDC136	'CCDC136	protein_coding
ENSG00000128602	chr7	129188633	129213545	+	24913	SMO	'SMO	protein_coding
ENSG00000128604	chr7	128937457	128950038	+	12582	IRF5	'IRF5	protein_coding
ENSG00000128606	chr7	102913000	102945111	+	32112	LRRC17	'LRRC17	protein_coding
ENSG00000128607	chr7	130070534	130135705	+	65172	KLHDC10	'KLHDC10	protein_coding
ENSG00000128609	chr7	123536997	123557904	-	20908	NDUFA5	'NDUFA5	protein_coding
ENSG00000128610	chr7	122301303	122310691	-	9389	FEZF1	'FEZF1	protein_coding
ENSG00000128617	chr7	128772491	128775790	-	3300	OPN1SW	'OPN1SW	protein_coding
ENSG00000128626	chr19	38930548	38933162	+	2615	MRPS12	'MRPS12	protein_coding
ENSG00000128641	chr2	191245185	191425389	+	180205	MYO1B	'MYO1B	protein_coding
ENSG00000128645	chr2	176188668	176190907	+	2240	HOXD1	'HOXD1	protein_coding
ENSG00000128652	chr2	176136612	176173102	+	36491	HOXD3	'HOXD3	protein_coding
ENSG00000128654	chr2	176269395	176338025	+	68631	MTX2	'MTX2	protein_coding
ENSG00000128655	chr2	177623244	178072777	-	449534	PDE11A	'PDE11A	protein_coding
ENSG00000128656	chr2	174799313	175005381	-	206069	CHN1	'CHN1	protein_coding
ENSG00000128683	chr2	170813213	170861151	+	47939	GAD1	'GAD1	protein_coding
ENSG00000128694	chr2	189746660	189763227	-	16568	OSGEPL1	'OSGEPL1	protein_coding
ENSG00000128699	chr2	189770267	189784364	-	14098	ORMDL1	'ORMDL1	protein_coding
ENSG00000128708	chr2	171922448	171983686	+	61239	HAT1	'HAT1	protein_coding
ENSG00000128709	chr2	176122719	176124937	+	2219	HOXD9	'HOXD9	protein_coding
ENSG00000128710	chr2	176108790	176119942	+	11153	HOXD10	'HOXD10	protein_coding
ENSG00000128713	chr2	176104216	176109754	+	5539	HOXD11	'HOXD11	protein_coding
ENSG00000128714	chr2	176092721	176095944	+	3224	HOXD13	'HOXD13	protein_coding
ENSG00000128731	chr15	28111040	28322172	-	211133	HERC2	'HERC2	protein_coding
ENSG00000128739	chr15	24823637	24978723	+	155087	SNRPN	'SNRPN	protein_coding
ENSG00000128789	chr18	12658043	12725740	+	67698	PSMG2	'PSMG2	protein_coding
ENSG00000128791	chr18	9334767	9402420	+	67654	TWSG1	'TWSG1	protein_coding
ENSG00000128805	chr10	48446034	48656265	-	210232	ARHGAP22	'ARHGAP22	protein_coding
ENSG00000128815	chr10	48684876	48982956	+	298081	WDFY4	'WDFY4	protein_coding
ENSG00000128829	chr15	39934115	40035591	+	101477	EIF2AK4	'EIF2AK4	protein_coding
ENSG00000128833	chr15	52192322	52295804	-	103483	MYO5C	'MYO5C	protein_coding
ENSG00000128849	chr15	57375967	57550727	+	174761	CGNL1	'CGNL1	protein_coding
ENSG00000128872	chr15	51751597	51816363	+	64767	TMOD2	'TMOD2	protein_coding
ENSG00000128881	chr15	42738730	42920809	-	182080	TTBK2	'TTBK2	protein_coding
ENSG00000128886	chr15	43772605	43777315	-	4711	ELL3	'ELL3	protein_coding
ENSG00000128891	chr15	40528683	40565057	-	36375	CCDC32	'CCDC32	protein_coding
ENSG00000128908	chr15	40978880	41116280	-	137401	INO80	'INO80	protein_coding
ENSG00000128915	chr15	60419609	60479160	-	59552	ICE2	'ICE2	protein_coding
ENSG00000128917	chr15	40929340	40939073	+	9734	DLL4	'DLL4	protein_coding
ENSG00000128918	chr15	57953424	58497866	-	544443	ALDH1A2	'ALDH1A2	protein_coding
ENSG00000128923	chr15	58771192	58861900	+	90709	MINDY2	'MINDY2	protein_coding
ENSG00000128928	chr15	40405485	40435947	+	30463	IVD	'IVD	protein_coding
ENSG00000128944	chr15	40382721	40394246	+	11526	KNSTRN	'KNSTRN	protein_coding
ENSG00000128951	chr15	48331011	48343373	+	12363	DUT	'DUT	protein_coding
ENSG00000128965	chr15	40952962	40956512	+	3551	CHAC1	'CHAC1	protein_coding
ENSG00000128973	chr15	68206992	68257211	-	50220	CLN6	'CLN6	protein_coding
ENSG00000128989	chr15	52547045	52569883	-	22839	ARPP19	'ARPP19	protein_coding
ENSG00000129003	chr15	61852389	62060473	-	208085	VPS13C	'VPS13C	protein_coding
ENSG00000129007	chr15	68190705	68206110	-	15406	CALML4	'CALML4	protein_coding
ENSG00000129009	chr15	74173710	74176872	+	3163	ISLR	'ISLR	protein_coding
ENSG00000129028	chr15	70881342	70892433	-	11092	THAP10	'THAP10	protein_coding
ENSG00000129038	chr15	73925989	73952137	+	26149	LOXL1	'LOXL1	protein_coding
ENSG00000129048	chr3	132597270	132618967	+	21698	ACKR4	'ACKR4	protein_coding
ENSG00000129055	chr3	134477706	134486716	-	9011	ANAPC13	'ANAPC13	protein_coding
ENSG00000129071	chr3	129430944	129440179	-	9236	MBD4	'MBD4	protein_coding
ENSG00000129083	chr11	14443440	14500027	-	56588	COPB1	'COPB1	protein_coding
ENSG00000129084	chr11	14504874	14643635	-	138762	PSMA1	'PSMA1	protein_coding
ENSG00000129103	chr7	56064002	56080670	+	16669	SUMF2	'SUMF2	protein_coding
ENSG00000129116	chr4	168497052	168928457	+	431406	PALLD	'PALLD	protein_coding
ENSG00000129128	chr4	176319966	176332245	+	12280	SPCS3	'SPCS3	protein_coding
ENSG00000129151	chr11	27040725	27127809	+	87085	BBOX1	'BBOX1	protein_coding
ENSG00000129152	chr11	17719571	17722136	+	2566	MYOD1	'MYOD1	protein_coding
ENSG00000129158	chr11	17788048	18013047	-	225000	SERGEF	'SERGEF	protein_coding
ENSG00000129159	chr11	17734774	17856804	+	122031	KCNC1	'KCNC1	protein_coding
ENSG00000129167	chr11	18017564	18042426	-	24863	TPH1	'TPH1	protein_coding
ENSG00000129170	chr11	19182030	19210571	-	28542	CSRP3	'CSRP3	protein_coding
ENSG00000129173	chr11	19224063	19241620	-	17558	E2F8	'E2F8	protein_coding
ENSG00000129187	chr4	182890060	182917936	-	27877	DCTD	'DCTD	protein_coding
ENSG00000129194	chr17	7588178	7590094	-	1917	SOX15	'SOX15	protein_coding
ENSG00000129195	chr17	6444441	6451469	+	7029	PIMREG	'PIMREG	protein_coding
ENSG00000129197	chr17	5419641	5432876	+	13236	RPAIN	'RPAIN	protein_coding
ENSG00000129204	chr17	5116438	5175034	+	58597	USP6	'USP6	protein_coding
ENSG00000129214	chr17	7613946	7633382	+	19437	SHBG	'SHBG	protein_coding
ENSG00000129219	chr17	4807152	4823434	+	16283	PLD2	'PLD2	protein_coding
ENSG00000129221	chr17	6393693	6435199	-	41507	AIPL1	'AIPL1	protein_coding
ENSG00000129226	chr17	7579491	7582111	+	2621	CD68	'CD68	protein_coding
ENSG00000129235	chr17	6640985	6644541	+	3557	TXNDC17	'TXNDC17	protein_coding
ENSG00000129244	chr17	7646627	7657770	+	11144	ATP1B2	'ATP1B2	protein_coding
ENSG00000129245	chr17	7591230	7614897	-	23668	FXR2	'FXR2	protein_coding
ENSG00000129250	chr17	4997950	5028401	+	30452	KIF1C	'KIF1C	protein_coding
ENSG00000129255	chr17	7583529	7592789	+	9261	MPDU1	'MPDU1	protein_coding
ENSG00000129292	chr8	132775358	132848807	+	73450	PHF20L1	'PHF20L1	protein_coding
ENSG00000129295	chr8	132570416	132675592	-	105177	LRRC6	'LRRC6	protein_coding
ENSG00000129315	chr12	48688458	48716998	-	28541	CCNT1	'CCNT1	protein_coding
ENSG00000129317	chr12	43718993	43758817	-	39825	PUS7L	'PUS7L	protein_coding
ENSG00000129347	chr19	10553085	10566031	-	12947	KRI1	'KRI1	protein_coding
ENSG00000129351	chr19	10654261	10692417	+	38157	ILF3	'ILF3	protein_coding
ENSG00000129353	chr19	10602457	10644557	+	42101	SLC44A2	'SLC44A2	protein_coding
ENSG00000129354	chr19	10572671	10587315	-	14645	AP1M2	'AP1M2	protein_coding
ENSG00000129355	chr19	10566460	10569059	-	2600	CDKN2D	'CDKN2D	protein_coding
ENSG00000129422	chr8	17643795	17800917	-	157123	MTUS1	'MTUS1	protein_coding
ENSG00000129437	chr19	51077495	51084245	-	6751	KLK14	'KLK14	protein_coding
ENSG00000129450	chr19	51124908	51136651	+	11744	SIGLEC9	'SIGLEC9	protein_coding
ENSG00000129451	chr19	51012739	51020175	-	7437	KLK10	'KLK10	protein_coding
ENSG00000129455	chr19	50996007	51002711	-	6705	KLK8	'KLK8	protein_coding
ENSG00000129460	chr14	23469689	23509862	+	40174	NGDN	'NGDN	protein_coding
ENSG00000129465	chr14	24336025	24340022	-	3998	RIPK3	'RIPK3	protein_coding
ENSG00000129467	chr14	24318349	24335093	-	16745	ADCY4	'ADCY4	protein_coding
ENSG00000129472	chr14	21459020	21476960	-	17941	RAB2B	'RAB2B	protein_coding
ENSG00000129473	chr14	23298790	23311759	+	12970	BCL2L2	'BCL2L2	protein_coding
ENSG00000129474	chr14	22971177	22982551	-	11375	AJUBA	'AJUBA	protein_coding
ENSG00000129480	chr14	31446036	31457506	-	11471	DTD2	'DTD2	protein_coding
ENSG00000129484	chr14	20343582	20357905	+	14324	PARP2	'PARP2	protein_coding
ENSG00000129493	chr14	31291788	31420550	-	128763	HEATR5A	'HEATR5A	protein_coding
ENSG00000129514	chr14	37589552	37596059	-	6508	FOXA1	'FOXA1	protein_coding
ENSG00000129515	chr14	34561093	34630160	-	69068	SNX6	'SNX6	protein_coding
ENSG00000129518	chr14	34515938	34539711	-	23774	EAPP	'EAPP	protein_coding
ENSG00000129521	chr14	33924227	34462774	-	538548	EGLN3	'EGLN3	protein_coding
ENSG00000129534	chr14	45203190	45253540	-	50351	MIS18BP1	'MIS18BP1	protein_coding
ENSG00000129535	chr14	24080107	24115014	-	34908	NRL	'NRL	protein_coding
ENSG00000129538	chr14	20801228	20802855	-	1628	RNASE1	'RNASE1	protein_coding
ENSG00000129559	chr14	24216857	24232367	-	15511	NEDD8	'NEDD8	protein_coding
ENSG00000129562	chr14	22564907	22589224	-	24318	DAD1	'DAD1	protein_coding
ENSG00000129566	chr14	20365667	20413501	-	47835	TEP1	'TEP1	protein_coding
ENSG00000129595	chr5	112142441	112419313	-	276873	EPB41L4A	'EPB41L4A	protein_coding
ENSG00000129596	chr5	115804733	115816659	-	11927	CDO1	'CDO1	protein_coding
ENSG00000129625	chr5	112876385	112922289	-	45905	REEP5	'REEP5	protein_coding
ENSG00000129636	chr16	47154387	47464149	-	309763	ITFG1	'ITFG1	protein_coding
ENSG00000129646	chr17	76274049	76307998	-	33950	QRICH2	'QRICH2	protein_coding
ENSG00000129654	chr17	76136333	76141245	-	4913	FOXJ1	'FOXJ1	protein_coding
ENSG00000129657	chr17	77088749	77217101	+	128353	SEC14L1	'SEC14L1	protein_coding
ENSG00000129667	chr17	76470891	76501790	-	30900	RHBDF2	'RHBDF2	protein_coding
ENSG00000129673	chr17	76453351	76470117	+	16767	AANAT	'AANAT	protein_coding
ENSG00000129675	chrX	136665547	136780932	-	115386	ARHGEF6	'ARHGEF6	protein_coding
ENSG00000129680	chrX	136213220	136256482	-	43263	MAP7D3	'MAP7D3	protein_coding
ENSG00000129682	chrX	138614727	139222777	-	608051	FGF13	'FGF13	protein_coding
ENSG00000129691	chr8	38105493	38144076	+	38584	ASH2L	'ASH2L	protein_coding
ENSG00000129696	chr8	33473386	33513601	-	40216	TTI2	'TTI2	protein_coding
ENSG00000129744	chr11	3645128	3664416	+	19289	ART1	'ART1	protein_coding
ENSG00000129749	chr11	3665587	3671384	-	5798	CHRNA10	'CHRNA10	protein_coding
ENSG00000129757	chr11	2883213	2885773	-	2561	CDKN1C	'CDKN1C	protein_coding
ENSG00000129810	chr3	20160593	20186206	-	25614	SGO1	'SGO1	protein_coding
ENSG00000129816	chrY	6390431	6411564	+	21134	TTTY1B	'TTTY1B	lncRNA
ENSG00000129824	chrY	2841602	2932000	+	90399	RPS4Y1	'RPS4Y1	protein_coding
ENSG00000129845	chrY	9753156	9774289	-	21134	TTTY1	'TTTY1	lncRNA
ENSG00000129862	chrY	14056227	14056958	+	732	VCY1B	'VCY1B	protein_coding
ENSG00000129864	chrY	13985772	13986513	-	742	VCY	'VCY	protein_coding
ENSG00000129873	chrY	17877410	17880220	-	2811	CDY2B	'CDY2B	protein_coding
ENSG00000129910	chr16	89171748	89195492	+	23745	CDH15	'CDH15	protein_coding
ENSG00000129911	chr19	1852399	1863579	-	11181	KLF16	'KLF16	protein_coding
ENSG00000129925	chr16	370788	387113	-	16326	TMEM8A	'TMEM8A	protein_coding
ENSG00000129932	chr19	3490821	3500940	-	10120	DOHH	'DOHH	protein_coding
ENSG00000129933	chr19	19320829	19358754	+	37926	MAU2	'MAU2	protein_coding
ENSG00000129946	chr19	416583	460996	-	44414	SHC2	'SHC2	protein_coding
ENSG00000129951	chr19	812488	821977	-	9490	PLPPR3	'PLPPR3	protein_coding
ENSG00000129968	chr19	1876810	1885547	-	8738	ABHD17A	'ABHD17A	protein_coding
ENSG00000129988	chr20	38346482	38377013	+	30532	LBP	'LBP	protein_coding
ENSG00000129990	chr19	55171196	55180289	-	9094	SYT5	'SYT5	protein_coding
ENSG00000129991	chr19	55151767	55157773	-	6007	TNNI3	'TNNI3	protein_coding
ENSG00000129993	chr16	88874858	88977207	-	102350	CBFA2T3	'CBFA2T3	protein_coding
ENSG00000130005	chr19	1397026	1401570	-	4545	GAMT	'GAMT	protein_coding
ENSG00000130021	chrX	6667865	7148190	-	480326	PUDP	'PUDP	protein_coding
ENSG00000130023	chr6	169751622	169781600	+	29979	ERMARD	'ERMARD	protein_coding
ENSG00000130024	chr6	169703902	169725566	-	21665	PHF10	'PHF10	protein_coding
ENSG00000130032	chrX	151694658	151705924	+	11267	PRRG3	'PRRG3	protein_coding
ENSG00000130035	chr12	4720400	4851927	+	131528	GALNT8	'GALNT8	protein_coding
ENSG00000130037	chr12	5043879	5046788	+	2910	KCNA5	'KCNA5	protein_coding
ENSG00000130038	chr12	3606633	3764819	-	158187	CRACR2A	'CRACR2A	protein_coding
ENSG00000130045	chr9	88534033	88584274	+	50242	NXNL2	'NXNL2	protein_coding
ENSG00000130052	chrX	68647666	68725842	+	78177	STARD8	'STARD8	protein_coding
ENSG00000130054	chrX	69505241	69532508	+	27268	FAM155B	'FAM155B	protein_coding
